BuyerAgentAOR,ListAgentAOR,Flooring,ViewYN,WaterfrontYN,BasementYN,PoolPrivateYN,OriginalListPrice,ListingKey,CloseDate,ClosePrice,ListAgentFirstName,ListAgentLastName,Latitude,Longitude,UnparsedAddress,PropertyType,LivingArea,ListPrice,DaysOnMarket,ListOfficeName,BuyerOfficeName,CoListOfficeName,ListAgentFullName,CoListAgentFirstName,CoListAgentLastName,BuyerAgentMlsId,BuyerAgentFirstName,BuyerAgentLastName,FireplacesTotal,AssociationFeeFrequency,AboveGradeFinishedArea,ListingKeyNumeric,MLSAreaMajor,TaxAnnualAmount,CountyOrParish,MlsStatus,ElementarySchool,AttachedGarageYN,ParkingTotal,BuilderName,PropertySubType,LotSizeAcres,SubdivisionName,BuyerOfficeAOR,YearBuilt,StreetNumberNumeric,ListingId,BathroomsTotalInteger,City,TaxYear,BuildingAreaTotal,BedroomsTotal,ContractStatusChangeDate,ElementarySchoolDistrict,CoBuyerAgentFirstName,PurchaseContractDate,ListingContractDate,BelowGradeFinishedArea,BusinessType,StateOrProvince,CoveredSpaces,MiddleOrJuniorSchool,FireplaceYN,Stories,HighSchool,Levels,LotSizeDimensions,LotSizeArea,MainLevelBedrooms,NewConstructionYN,GarageSpaces,HighSchoolDistrict,PostalCode,AssociationFee,LotSizeSquareFeet,MiddleOrJuniorSchoolDistrict,OriginatingSystemName,OriginatingSystemSubName
OrangeCounty,OrangeCounty,,True,,,False,5300.0,1154481755,2026-03-16,5300.0,Brad,Trager,33.622792,-117.823361,53 Bower Tree,ResidentialLease,1628.0,5300.0,11,Surterre Properties Inc,Surterre Properties Inc,,Brad Trager,,,stragbra,Brad,Trager,,,,1154481755,TRG - Turtle Ridge,,Orange,Closed,,True,2.0,,Condominium,0.9713,Arborel (ARBL),OrangeCounty,2004,53,OC26048883,3,Irvine,,,2,2026-03-16,,,2026-03-16,2026-03-05,,,CA,,,True,2,,Two,,42309.0,0,False,2.0,Irvine Unified,92603,,42309.0,,CRMLS,CRMLS_CRM
OrangeCounty,Newport,,False,,,False,1369000.0,1154481722,2026-03-27,1403900.0,Mike,Kennedy,33.638224,-117.917989,162 B Rochester,Residential,1606.0,1369000.0,1,Pacific Sotheby's Int'l Realty,First Team Real Estate,,Mike Kennedy,,,OCCOPPMAR,Marc,Coppock,,,,1154481722,C5 - East Costa Mesa,,Orange,Closed,,True,2.0,,SingleFamilyResidence,0.0626,Eastside South (ESCM),OrangeCounty,1997,162,NP26044865,3,Costa Mesa,,,4,2026-03-27,,,2026-03-10,2026-03-05,,,CA,,,True,2,,Two,,2727.0,0,False,2.0,Newport Mesa Unified,92627,0.0,2727.0,,CRMLS,CRMLS_CRM
SanDiego,SanDiego,,True,,,False,1159000.0,1154481054,2026-03-25,1175000.0,Elaina,Nieman,32.79367963,-117.24249971,1418 Pacific Beach Dr,Residential,1293.0,1175000.0,5,Compass,Compass,Compass,Elaina Nieman,Martin,Correia,SAND-703287,Leila,Rojer,,Monthly,,1154481054,92109 - Pacific Beach,,San Diego,Closed,,True,2.0,,Townhouse,0.1313,Pacific Beach,SanDiego,2000,1418,260005236SD,3,San Diego,,,2,2026-03-25,,Scott,2026-03-10,2026-03-05,,,CA,,,True,,,ThreeOrMore,,5721.0,,False,1.0,,92109,400.0,5721.0,,CRMLS,CRMLS_SAND
SouthwestRiversideCounty,SouthwestRiversideCounty,,True,,,,208000.0,1154480987,2026-03-18,208000.0,Saundra,Aguirre,34.553397,-116.909878,0 Powerline Rd,Land,,208000.0,0,Dynasty Real Estate,Dynasty Real Estate,,Saundra Aguirre,,,swaguisau,Saundra,Aguirre,,,,1154480987,LUV - Lucerne Valley,,San Bernardino,Closed,,,,,,160.0,,SouthwestRiversideCounty,,0,SW26048955,,Lucerne Valley,,,,2026-03-18,,,2026-03-03,2026-03-03,,,CA,,,,,,,,6969600.0,,False,,,92356,0.0,6969600.0,,CRMLS,CRMLS_CRM
SanDiego,SanDiego,Tile,True,,,False,488000.0,1154480606,2026-03-26,510000.0,Rachel,Gardner,33.02845296,-117.10571736,17161 Alva Rd 2416,Residential,968.0,488000.0,6,Redfin Corporation,"eXp Realty of Southern California, Inc.",,Rachel Gardner,,,SAND-677947,Maria,Carrasco,,Monthly,,1154480606,92127 - Rancho Bernardo,,San Diego,Closed,,,2.0,,Condominium,0.4722,Rancho Bernardo,SanDiego,1992,17161,260005233SD,2,San Diego,,,2,2026-03-26,,,2026-03-11,2026-03-05,,,CA,,,True,1,,One,,20571.0,,False,0.0,,92127,400.0,20571.0,,CRMLS,CRMLS_SAND
InlandValleys,OrangeCounty,"Laminate,Stone,Vinyl",True,,,False,5500.0,1154480388,2026-03-18,5500.0,Rob,Sewell,33.55352,-117.699856,28195 LA BAJADA,ResidentialLease,2011.0,5500.0,2,Coldwell Banker Realty,WSR REAL ESTATE,,Rob Sewell,,,IVNELSREB,REBECCA,NELSON,,Monthly,,1154480388,LNLAK - Lake Area,,Orange,Closed,,True,2.0,,SingleFamilyResidence,0.1205,Westhill (RNW),InlandValleys,1988,28195,OC26048887,3,Laguna Niguel,,,4,2026-03-18,,,2026-03-16,2026-03-04,,,CA,,,True,2,,Two,,5250.0,1,False,2.0,Capistrano Unified,92677,38.0,5250.0,,CRMLS,CRMLS_CRM
SouthwestRiversideCounty,SouthwestRiversideCounty,,True,,,,104000.0,1154480181,2026-03-18,104000.0,Saundra,Aguirre,34.494554,-116.971327,0 HWY 247,Land,,104000.0,0,Dynasty Real Estate,Dynasty Real Estate,,Saundra Aguirre,,,SWAGUISAU,Saundra,Aguirre,,,,1154480181,LUV - Lucerne Valley,,San Bernardino,Closed,,,,,,80.0,,SouthwestRiversideCounty,,0,SW26048924,,Lucerne Valley,,,,2026-03-18,,,2026-03-03,2026-03-03,,,CA,,,,,,,,3484800.0,,False,,,92356,0.0,3484800.0,,CRMLS,CRMLS_CRM
SanDiego,SanDiego,,True,,,True,5680000.0,1154479964,2026-03-06,5680000.0,Greg,Noonan,32.84809758,-117.23921855,3013 Woodford Dr,Residential,6208.0,5680000.0,0,Berkshire Hathaway HomeServices California Properties,"eXp Realty of Southern California, Inc.",Berkshire Hathaway HomeServices California Properties,Greg Noonan,Patrick,Noonan,SAND-628115,Jim,McInerney,,,,1154479964,92037 - La Jolla,,San Diego,Closed,,,7.0,,SingleFamilyResidence,,La Jolla,SanDiego,1981,3013,260005231SD,7,La Jolla,,,5,2026-03-06,,,2026-03-05,2026-03-05,,,CA,,,True,1,,Two,,,,False,2.0,,92037,,,,CRMLS,CRMLS_SAND
Malibu,Malibu,,True,,,False,4295.0,1154479751,2026-03-17,4299.0,Kevin,Krakower,34.007917,-118.475246,1007 Ocean Park Boulevard 1,ResidentialLease,1139.0,4295.0,12,"Douglas Elliman of California, Inc.","Douglas Elliman of California, Inc.",,Kevin Krakower,,,CLW-C103872,Kevin,Krakower,,,,1154479751,C14 - Santa Monica,,Los Angeles,Closed,,,2.0,,Condominium,0.1515,,BeverlyHillsGreaterLa,1962,1007,26659985,1,Santa Monica,,1139.0,2,2026-03-17,,,2026-03-17,2026-03-05,,,CA,,,True,1,,One,,6598.0,,False,1.0,,90405,,6598.0,,CRMLS,CRMLS_CL
VenturaCoastal,VenturaCoastal,Tile,False,,,False,2640.0,1154479368,2026-03-31,2500.0,Chloe,Sehati,34.262503,-119.272676,1144 Pittsfield Lane,ResidentialLease,450.0,2500.0,26,Buena Properties,Buena Properties,,Chloe Sehati,,,VC211513469,Chloe,Sehati,,,,1154479368,,,Ventura,Closed,,,2.0,,Quadruplex,0.225,Pierpont/Ocean Front - 0276,VenturaCoastal,2023,1144,V1-35033,1,Ventura,,,1,2026-03-31,,,2026-03-31,2026-03-05,,,CA,,,False,1,,"One,Two",,9800.0,,,0.0,,93001,0.0,9800.0,,CRMLS,CRMLS_CRF
PacificWest,OrangeCounty,Vinyl,True,,,False,1165000.0,1154479233,2026-03-30,1190000.0,Kraig,Enyeart,33.632269,-117.689942,25241 Campo Rojo,Residential,1496.0,1165000.0,5,eXp Realty of California Inc,HomeSmart Realty Group,,Kraig Enyeart,,,PWROUDAM,Damon,Roulhac,,,,1154479233,LS - Lake Forest South,,Orange,Closed,Santiago,True,2.0,,SingleFamilyResidence,0.1641,Other,PacificWest,1968,25241,OC26048890,2,Lake Forest,,,4,2026-03-30,,,2026-03-10,2026-02-17,,,CA,,Santiago,False,1,El Toro,One,,7150.0,4,False,2.0,Saddleback Valley Unified,92630,0.0,7150.0,,CRMLS,CRMLS_CRM
NorthSanDiegoCounty,NorthSanDiegoCounty,,True,,,False,1495000.0,1154479184,2026-03-25,1592200.0,Christine,La Bounty,33.098258,-117.278091,7161 Tanager Drive,Residential,1947.0,1495000.0,1,Compass,TXR Homes,,Christine La Bounty,,,181752,Jane,Naskiewicz,,Monthly,,1154479184,92011 - Carlsbad,,San Diego,Closed,,True,4.0,,SingleFamilyResidence,1.444,,NorthSanDiegoCounty,1999,7161,NDP2602093,3,Carlsbad,,,3,2026-03-25,,,2026-03-06,2026-03-04,,,CA,,,True,2,,Two,,62899.0,0,,2.0,Carlsbad Unified,92011,258.0,62899.0,,CRMLS,CRMLS_CRP
SanDiego,SanDiego,Carpet,True,,,False,500000.0,1154478422,2026-03-30,500000.0,Glen,Henderson,32.86414315,-117.23404617,8581 Villa La Jolla Dr G,Residential,504.0,500000.0,13,"LPT Realty,Inc",The Agency,,Glen Henderson,,,SAND-696767,Raven,Cervantes,,Monthly,,1154478422,92037 - La Jolla,,San Diego,Closed,,,1.0,,Condominium,0.0,La Jolla,SanDiego,2000,8581,260005226SD,1,La Jolla,,,1,2026-03-30,,,2026-03-18,2026-03-05,,,CA,,,False,1,,One,,0.0,,False,1.0,,92037,399.0,0.0,,CRMLS,CRMLS_SAND
VenturaCoastal,VenturaCoastal,,False,,,True,799000.0,1154478310,2026-03-27,823000.0,Ryan,Slaton,34.216368,-118.99298,5467 Camino Compadre,Residential,1141.0,799000.0,2,RE/MAX Gold Coast REALTORS,Rodeo Realty,RE/MAX Gold Coast REALTORS,Ryan Slaton,Denise,Chaparro,V211511378,Heidi,Trottno,,Monthly,,1154478310,VC45 - Mission Oaks,,Ventura,Closed,,True,2.0,,SingleFamilyResidence,0.115,Fairfield 1 - 4101,VenturaCoastal,1988,5467,V1-35032,2,Camarillo,,,3,2026-03-27,,,2026-03-07,2026-03-05,,,CA,,,True,1,,One,,5009.0,,,2.0,,93012,150.0,5009.0,,CRMLS,CRMLS_CRF
CaliforniaDesert,CaliforniaDesert,"Tile,Vinyl",False,,,False,375000.0,1154478262,2026-03-27,370000.0,Sharon,Dumas,33.760574,-116.294347,78512 Glastonbury Way,Residential,1172.0,375000.0,19,HomeSmart,Coldwell Banker Realty,HomeSmart,Sharon Dumas,Lynda,Dumas,CDAR-D74121,Jennica,Schein,,Monthly,,1154478262,307 - Sun City,,Riverside,Closed,,True,4.0,,SingleFamilyResidence,0.11,Sun City,CaliforniaDesert,2002,78512,219144298DA,2,Palm Desert,,,2,2026-03-27,,,2026-03-24,2026-03-05,,,CA,,,False,1,,One,,4792.0,,False,2.0,,92211,398.0,4792.0,,CRMLS,CRMLS_CDAR
BeverlyHillsGreaterLa,BeverlyHillsGreaterLa,"Tile,Wood",True,,,,2100000.0,1154478087,2026-03-04,2100000.0,Tom,Otero,34.016478,-118.399133,4129 Vinton Avenue,Residential,1335.0,2100000.0,1,Rodeo Realty,Keller Williams Beverly Hills,,Tom Otero,,,CLW-C139289,Anat,Arbib,,,,1154478087,C28 - Culver City,,Los Angeles,Closed,,,0.0,,SingleFamilyResidence,0.1325,,BeverlyHillsGreaterLa,1928,4129,26660615,1,Culver City,,1335.0,3,2026-03-04,,,2026-03-04,2026-03-03,,,CA,,,True,1,,One,50x116,5772.0,,False,,,90232,,5772.0,,CRMLS,CRMLS_CL
BeverlyHillsGreaterLa,BeverlyHillsGreaterLa,Tile,True,,,False,3350.0,1154478085,2026-03-27,3250.0,Meagan,Asplin,33.987342,-118.415873,4980 S Centinela Avenue 8,ResidentialLease,1100.0,3000.0,22,"TRG Real Estate Co., Inc.",Non-Participant Office,,Meagan Asplin,,,CLW-X99999,Subscriber,Non,,,,1154478085,C28 - Culver City,,Los Angeles,Closed,,True,0.0,,Condominium,0.1345,,Claw,2013,4980,26660619,2,Los Angeles,,1100.0,1,2026-03-27,,,2026-03-27,2026-03-05,,,CA,,,False,,,"ThreeOrMore,MultiSplit",,5860.0,,False,,,90066,,5860.0,,CRMLS,CRMLS_CL
PasadenaFoothills,PasadenaFoothills,Wood,False,,,False,5200.0,1154477846,2026-03-31,5200.0,Enzo,Negrini,34.108074,-118.151808,1428 Oak Street,ResidentialLease,2400.0,5200.0,25,M&M Bryant Real Estate Inc,M&M Bryant Real Estate Inc,,Enzo Negrini,,,P25902,Enzo,Negrini,,,,1154477846,658 - So. Pasadena,,Los Angeles,Closed,,False,2.0,,Quadruplex,0.0313,Not Applicable,PasadenaFoothills,1932,1428,P1-26118,3,South Pasadena,,,3,2026-03-31,,,2026-03-30,2026-03-05,,,CA,,,True,2,,Two,,1363.0,,,2.0,,91030,0.0,1363.0,,CRMLS,CRMLS_CRF
ContraCosta,ContraCosta,"Carpet,Laminate,Vinyl",,,,False,795000.0,1154477538,2026-03-31,805000.0,Angie,Traxinger,37.91747517,-122.05959087,1358 Walden Rd,Residential,1280.0,795000.0,10,Village Associates Real Estate,Coldwell Banker,,Angie Traxinger,,,CCBE-159516806,Tom,Stack,,Monthly,,1154477538,,,Contra Costa,Closed,,True,1.0,,Townhouse,0.035,WALDEN OAKS,ContraCosta,1983,1358,41126119,3,Walnut Creek,,,2,2026-03-31,,,2026-03-15,2026-03-05,,,CA,,,False,2,,Two,,1525.0,,False,1.0,,94597-3158,275.0,1525.0,,CRMLS,CRMLS_CCBE
CitrusValley,WestSanGabrielValley,,True,,,False,895000.0,1154477420,2026-03-27,1031000.0,MICHELLE,LEONARDI,34.041496,-118.08402,8509 El Camino,Residential,1589.0,895000.0,6,"LPT Realty, Inc",Century 21 Lois Lauer Realty,"LPT Realty, Inc",MICHELLE LEONARDI,RUDY,LIRA KUSUMA,CV49330,Ryan,Lara,,,,1154477420,651 - Rosemead/S. San Gabriel,,Los Angeles,Closed,,True,2.0,,SingleFamilyResidence,0.1366,,CitrusValley,1968,8509,WS26046673,2,Rosemead,,,4,2026-03-27,,,2026-03-11,2026-03-02,,,CA,,Macy,True,1,,One,,5952.0,4,False,2.0,Montebello Unified,91770,0.0,5952.0,,CRMLS,CRMLS_CRM
TheInlandGateway,TriCounties,Laminate,True,,,False,900000.0,1154476086,2026-03-31,920000.0,Michael,Velez,33.969988,-117.733752,15598 Oakdale,Residential,1440.0,900000.0,8,BLDG Realty,KW The Lakes,,Michael Velez,,,IGGRAMCHA,Charlene,Gramling,,,,1154476086,682 - Chino Hills,,San Bernardino,Closed,Oak Ridge,True,4.0,,SingleFamilyResidence,0.1291,,TheInlandGateway,1987,15598,TR26048735,3,Chino Hills,,,3,2026-03-31,,,2026-03-13,2026-02-24,,,CA,,Townsend,True,2,Chino Hills,Two,,5625.0,0,False,2.0,Chino Valley Unified,91709,0.0,5625.0,,CRMLS,CRMLS_CRM
SanDiego,SanDiego,"Laminate,Tile",True,,,False,4600.0,1154475970,2026-03-23,4600.0,Paul,Lasker,32.93509699,-117.24352959,2714 Caminito Verdugo,ResidentialLease,1380.0,4600.0,17,San Diego Real Estate Services,San Diego Real Estate Services,,Paul Lasker,,,SAND-676395,Paul,Lasker,,,,1154475970,92014 - Del Mar,,San Diego,Closed,,True,2.0,,SingleFamilyResidence,,Del Mar,SanDiego,1973,2714,260005220SD,3,Del Mar,,,3,2026-03-23,,,2026-03-22,2026-03-05,,,CA,,,False,2,,Two,,,,,2.0,,92014,0.0,,,CRMLS,CRMLS_SAND
Mlslistings,Mlslistings,"Tile,Wood",False,,,,3498000.0,1154475880,2026-03-20,3700000.0,Henry,Chu,37.5549155,-122.3151619, 15th Avenue,Residential,2177.0,3498000.0,6,Golden Gate Sotheby's International Realty,Golden Gate Sotheby's International Realty,,Henry Chu,,,ML5089354,Eric,McCafferty,,,,1154475880,699 - Not Defined,,San Mateo,Closed,Other,True,1.0,,SingleFamilyResidence,0.1148,,Mlslistings,2026,,ML82037365,5,San Mateo,,,6,2026-03-20,,,2026-03-11,2026-03-05,,,CA,,Other,True,,Aragon,,,5000.0,,False,1.0,Other,94402,,5000.0,,CRMLS,CRMLS_MLSL
Southland,Southland,,False,,,True,2900.0,1154475659,2026-03-19,2900.0,Joab,Herrera Cetino,34.575457,-118.057314,38114 Palms,ResidentialLease,1384.0,2900.0,12,Citiwide Realty Group,Citiwide Realty Group,,Joab Herrera Cetino,,,SR207072436,Joab,Herrera Cetino,,,,1154475659,PLM - Palmdale,,Los Angeles,Closed,,True,2.0,,SingleFamilyResidence,0.2003,,Southland,1989,38114,SR26048797,2,Palmdale,,,3,2026-03-19,,,2026-03-17,2026-03-05,,,CA,,,True,1,,One,,8725.0,1,False,2.0,Palmdale,93552,0.0,8725.0,,CRMLS,CRMLS_CRM
OrangeCounty,OrangeCounty,,True,,,False,4950.0,1154474237,2026-03-22,4950.0,Mike,Lovullo,33.52344,-117.588353,720 Stirrup Road,ResidentialLease,1786.0,4950.0,12,Lantern Bay Realty,Lantern Bay Realty,,Mike Lovullo,,,slovumic,Mike,Lovullo,,,,1154474237,RIEN - Rienda,,Orange,Closed,Eader,True,2.0,,SingleFamilyResidence,0.0457,Paisley (PSLY),OrangeCounty,2023,720,OC26045764,4,Rancho Mission Viejo,,,3,2026-03-22,,,2026-03-17,2026-03-02,,,CA,,,False,,Tesoro,ThreeOrMore,,1990.0,1,False,2.0,Capistrano Unified,92675,0.0,1990.0,,CRMLS,CRMLS_CRM
Mlslistings,Mlslistings,"Stone,Wood",True,,,,5798000.0,1154474173,2026-03-30,5750000.0,Chuck,Nunnally,37.28538568,-121.91772798,2241 Dry Creek Road,Residential,4000.0,5798000.0,13,KW Bay Area Estates,Compass,,Chuck Nunnally,,,ML302581,Julie,Tsai Law,,,,1154474173,699 - Not Defined,,Santa Clara,Closed,Other,False,7.0,,SingleFamilyResidence,0.6641,,Mlslistings,1955,2241,ML82037353,6,San Jose,,,5,2026-03-30,,,2026-03-18,2026-03-05,,,CA,,Monroe,True,,Del Mar,,,28930.0,,False,7.0,Other,95124,,28930.0,,CRMLS,CRMLS_MLSL
Southland,Burbank,"Carpet,Tile",False,,,False,665000.0,1154473733,2026-03-27,660000.0,Marije,Kruythoff,34.41758,-118.515812,21710 Bene Drive,Residential,1511.0,665000.0,3,Redfin Corporation,RE/MAX of Santa Clarita,,Marije Kruythoff,,,F207095917,Holly,Thompson,,Monthly,,1154473733,BOUQ - Bouquet Canyon,,Los Angeles,Closed,,True,2.0,,SingleFamilyResidence,0.8804,Terra (TERVM),Southland,2015,21710,BB26047433,3,Saugus,,,3,2026-03-27,,,2026-03-08,2026-03-05,,,CA,,,False,2,,Two,,38351.0,2,False,2.0,William S. Hart Union,91350,322.0,38351.0,,CRMLS,CRMLS_CRM
BeverlyHillsGreaterLa,BeverlyHillsGreaterLa,"Tile,Wood",False,,,,5175000.0,1154471370,2026-03-31,5150000.0,Kennon,Earl,34.09192,-118.394282,1146 Sierra Alta Way,Residential,2944.0,5175000.0,8,Compass,Hartleigh Haus,Compass,Kennon Earl,Thomas,Davila,CLW-C124380,Justin,Leigh,,,,1154471370,C03 - Sunset Strip - Hollywood Hills West,,Los Angeles,Closed,,,4.0,,SingleFamilyResidence,0.1279,,OutOfAreaBoard,2020,1146,26660049,5,Los Angeles,,2944.0,4,2026-03-31,,,2026-03-13,2026-03-05,,,CA,,,True,2,,Two,51x109,5573.0,,False,,,90069,,5573.0,,CRMLS,CRMLS_CL
,Oakland,"Laminate,Tile,Wood",True,,,False,599000.0,1154470619,2026-03-27,680000.0,Roland,Osage,38.11483624,-122.2362379,1078 Calaveras Way,Residential,1620.0,599000.0,7,Real Brokerage Technologies,Keller Williams Realty,Real Brokerage Technologies,Roland Osage,Lydia,Osage,BMLS-MET5001019,Adrian,Tafoya,,,,1154470619,,,Solano,Closed,,True,3.0,,SingleFamilyResidence,0.08,VISTA DE VALLEJO,,1939,1078,41126103,2,Vallejo,,,3,2026-03-27,,,2026-03-12,2026-03-05,,,CA,,,True,,,,,3484.0,,False,0.0,,94590,,3484.0,,CRMLS,CRMLS_BMLS
SouthBay,SouthBay,,True,,,False,25000.0,1154470618,2026-03-31,23000.0,Thomas J.,Powers,33.857419,-118.399881,536 The Strand,ResidentialLease,3474.0,22000.0,22,"Powers Realty, Inc.","Powers Realty, Inc.",,Thomas J. Powers,,,sbpowetho,Thomas J.,Powers,,,,1154470618,148 - Hermosa Bch Sand,,Los Angeles,Closed,,True,4.0,,SingleFamilyResidence,0.055,,SouthBay,1992,536,SB26048413,5,Hermosa Beach,,,4,2026-03-31,,,2026-03-27,2026-03-05,,,CA,,,True,,,ThreeOrMore,,2397.0,2,False,3.0,Hermosa,90254,0.0,2397.0,,CRMLS,CRMLS_CRM
PacificWest,PacificWest,"Laminate,Tile",False,,,True,450000.0,1154470210,2026-03-31,460000.0,Cecilia,Cano,33.922802,-117.230493,13631 Pecan,Residential,1116.0,450000.0,4,Seven Gables Real Estate,Figueroa Properties,,Cecilia Cano,,,PFIGUERN,Ernesto,Figueroa,,,,1154470210,259 - Moreno Valley,,Riverside,Closed,,True,2.0,,SingleFamilyResidence,0.17,,PacificWest,1979,13631,PW26048732,2,Moreno Valley,,,3,2026-03-31,,,2026-03-11,2026-03-05,,,CA,,,True,1,,One,,7405.0,3,False,2.0,Moreno Valley Unified,92553,0.0,7405.0,,CRMLS,CRMLS_CRM
PacificWest,OrangeCounty,"Laminate,Tile",True,,,False,649800.0,1154470063,2026-03-31,662000.0,Maryam,Amiri,33.931513,-117.935456,124 S Valencia,Residential,1233.0,649800.0,2,Redfin,New Century Realtors,Redfin,Maryam Amiri,Christopher,Bistolas,PMYRNAMO,Myrna,Mora,,Monthly,,1154470063,699 - Not Defined,,Orange,Closed,,True,2.0,,Condominium,0.5584,,PacificWest,1982,124,OC26039692,3,La Habra,,,3,2026-03-31,,,2026-03-07,2026-02-27,,,CA,,,True,2,Sonora,Two,,24323.0,0,False,2.0,Fullerton Joint Union High,90631,375.0,24323.0,,CRMLS,CRMLS_CRM
SanDiego,NorthSanDiegoCounty,Wood,True,,,False,849000.0,1154469014,2026-03-25,855000.0,Rachel,Carroll,32.760689,-117.040682,7273 Cornell Avenue,Residential,2201.0,849000.0,5,Coldwell Banker West,"LPT Realty,Inc",,Rachel Carroll,,,SAND-707013,Liz,Pereda,,,,1154469014,91942 - La Mesa,,San Diego,Closed,,True,4.0,,SingleFamilyResidence,0.1309,,SanDiego,1945,7273,NDP2602117,2,La Mesa,,,4,2026-03-25,,,2026-03-10,2026-03-05,,,CA,,,True,,,ThreeOrMore,,5700.0,2,False,2.0,La Mesa-Spring Valley,91942,0.0,5700.0,,CRMLS,CRMLS_CRP
Mlslistings,Mlslistings,,False,,,,1258000.0,1154468436,2026-03-27,1408000.0,Richard,Tygerson,37.24257555,-121.88313555,1263 Weathersfield Way,Residential,1057.0,1258000.0,9,"Richard Tygerson, Broker",Coldwell Banker Realty,Realty Source Inc,Richard Tygerson,Laurie,Tygerson,ML163351,Melinda,Gedryn,,,,1154468436,699 - Not Defined,,Santa Clara,Closed,Los Alamitos,True,2.0,,SingleFamilyResidence,0.1559,,Mlslistings,1965,1263,ML82037336,2,San Jose,,,3,2026-03-27,,,2026-03-14,2026-03-05,,,CA,,Castillero,False,,Pioneer,,,6790.0,,False,2.0,San Jose Unified,95118,,6790.0,,CRMLS,CRMLS_MLSL
PacificWest,PacificWest,Laminate,True,,,False,3600.0,1154467701,2026-03-30,3750.0,Nittaya,Pichedvanichok,34.011929,-117.369098,4368 Banana Grove,ResidentialLease,2744.0,3600.0,11,NP International Real Estate,NP International Real Estate,,Nittaya Pichedvanichok,,,PPICHNIT,Nittaya,Pichedvanichok,,,,1154467701,252 - Riverside,,Riverside,Closed,,True,2.0,Taylor Morrison,SingleFamilyResidence,0.17,,PacificWest,2019,4368,PW26045552,3,Riverside,,,4,2026-03-30,,,2026-03-16,2026-03-01,,,CA,,,False,2,,Two,,7405.0,1,False,2.0,Riverside Unified,92501,,7405.0,,CRMLS,CRMLS_CRM
OutOfAreaBoard,SouthBay,"Laminate,Tile",False,,,False,1099000.0,1154467346,2026-03-05,1080000.0,Demetrius,Brown,33.94209,-118.287286,10405 S Hoover Street,ResidentialIncome,,1099000.0,0,CLRE Corporation,First Vision Real Estate and Financial Services,,Demetrius Brown,,,CLW-X70030,Ike,Obasi,,,,1154467346,C34 - Los Angeles Southwest,,Los Angeles,Closed,,,2.0,,Quadruplex,0.1495,,Claw,1942,10405,SB26048719,,Los Angeles,,2629.0,,2026-03-05,,,2026-03-05,2026-03-05,,,CA,,,False,1,,One,,6513.0,,True,0.0,,90044,0.0,6513.0,,CRMLS,CRMLS_CRM
NorthSanDiegoCounty,SanDiego,,False,,,False,899900.0,1154467267,2026-03-25,900000.0,Tony,Elias,32.78260109,-117.01889362,5705 Jackson Dr,Residential,1308.0,899900.0,0,Compass,Compass,,Tony Elias,,,181988,Jessica,Pauls,,,,1154467267,91942 - La Mesa,,San Diego,Closed,,True,5.0,,SingleFamilyResidence,0.1768,La Mesa,NorthSanDiegoCounty,1957,5705,260005201SD,2,La Mesa,,,3,2026-03-25,,Julie,2026-03-05,2026-03-05,,,CA,,,True,1,,One,,7700.0,,False,2.0,,91942,,7700.0,,CRMLS,CRMLS_SAND
OrangeCounty,Newport,,True,,,False,5700000.0,1154467115,2026-03-31,5710000.0,Jan,Langford,33.610257,-117.866673,2507 Blue Water Drive,Residential,2629.0,5700000.0,12,Surterre Properties Inc.,IRN Realty,Surterre Properties Inc.,Jan Langford,Phillip,Langford,OCHUATONY,Tony,Huang,,Monthly,,1154467115,CS - Corona Del Mar - Spyglass,,Orange,Closed,Harbor View,True,2.0,,SingleFamilyResidence,0.2364,Harbor View Broadmoor (HVWB),OrangeCounty,1967,2507,NP26046848,3,Newport Beach,,,4,2026-03-31,,,2026-03-17,2026-03-02,,,CA,,Corona Del Mar,True,1,Corona Del Mar,One,,10296.0,4,False,2.0,Newport Mesa Unified,92625,385.0,10296.0,,CRMLS,CRMLS_CRM
OrangeCounty,PacificWest,,True,,,False,6000.0,1154466992,2026-03-11,6000.0,Gregory,Hughes,33.439692,-117.612071,407 Calle Fiesta,ResidentialLease,1517.0,6000.0,6,"Cobalt Real Estate, Inc.",Pacific Pointe Management Grp,,Gregory Hughes,,,SKRUHVIC,Vickie,Kruhmin,,,,1154466992,SC - San Clemente Central,,Orange,Closed,Clarence Lobo,True,2.0,,SingleFamilyResidence,0.1667,Broadmoor (BM),OrangeCounty,1972,407,PW26048716,2,San Clemente,,,3,2026-03-11,,,2026-03-11,2026-03-05,,,CA,,Shorecliff,True,1,San Clemente,One,,7260.0,3,False,2.0,Saddleback Valley Unified,92672,0.0,7260.0,,CRMLS,CRMLS_CRM
Mrmls,SouthwestRiversideCounty,,True,,,False,3300.0,1154466988,2026-03-31,3300.0,Nicholas,Brown,33.678541,-117.268936,30461 Sparkle,ResidentialLease,1925.0,3300.0,26,Sundance Realty,None MRML,,Nicholas Brown,,,none,NONE,NONE,,,,1154466988,SRCAR - Southwest Riverside County,,Riverside,Closed,,True,3.0,,SingleFamilyResidence,0.18,,Mrmls,2004,30461,SW26041338,3,Canyon Lake,,,5,2026-03-31,,,2026-03-31,2026-02-24,,,CA,,,True,1,,One,,7841.0,5,False,3.0,Lake Elsinore Unified,92587,,7841.0,,CRMLS,CRMLS_CRM
